"Weather Station","month","Average Snow Fall","Average Snow Depth)","Average Maximum Snow Depth"
"Glandage_sapc",7,"0.00","0.00","0.00"
"Glandage_sapc",8,"0.00","0.00","0.00"
"Glandage_sapc",9,"0.00","0.00","0.00"
"Glandage_sapc",10,"1.50","0.05","1.50"
"Glandage_sapc",11,"15.20","1.81","11.60"
"Glandage_sapc",12,"20.75","2.09","17.75"
"Grand_bornand",1,"128.64","58.21","92.00"
"Grand_bornand",2,"122.39","81.77","115.64"
"Grand_bornand",3,"84.25","65.45","103.07"
"Grand_bornand",4,"54.39","19.45","53.46"
"Grand_bornand",5,"7.64","0.46","6.50"
"Grand_bornand",6,"0.19","0.01","0.38"
"Grand_bornand",7,"0.00","0.00","0.00"
"Grand_bornand",8,"0.00","0.00","0.00"
"Grand_bornand",9,"0.61","0.02","0.61"
"Grand_bornand",10,"13.89","0.70","7.30"
"Grand_bornand",11,"71.07","7.73","32.63"
"Grand_bornand",12,"118.81","31.46","62.70"
"Grande_chartreuse",1,"73.31","25.65","49.47"
"Grande_chartreuse",2,"73.57","32.41","57.12"
"Grande_chartreuse",3,"65.17","24.05","53.53"
"Grande_chartreuse",4,"42.90","7.61","30.56"
"Grande_chartreuse",5,"4.52","0.33","4.43"
"Grande_chartreuse",6,"0.02","0.00","0.02"
"Grande_chartreuse",7,"0.00","0.00","0.00"
"Grande_chartreuse",8,"0.00","0.00","0.00"
"Grande_chartreuse",9,"0.03","0.00","0.00"
"Grande_chartreuse",10,"7.90","0.55","5.33"
"Grande_chartreuse",11,"43.42","5.77","26.27"
"Grande_chartreuse",12,"65.49","16.79","40.80"
"Grenoble_st_geoirs",1,"13.38","1.35","10.63"
"Grenoble_st_geoirs",2,"11.11","0.99","5.89"
"Grenoble_st_geoirs",3,"4.38","0.33","4.75"
"Grenoble_st_geoirs",4,"0.00","0.01","0.25"
"Grenoble_st_geoirs",5,"0.00","0.00","0.00"
"Grenoble_st_geoirs",6,"0.00","0.00","0.00"
"Grenoble_st_geoirs",7,"0.00","0.00","0.00"
"Grenoble_st_geoirs",8,"0.00","0.00","0.00"
"Grenoble_st_geoirs",9,"0.00","0.00","0.00"
"Grenoble_st_geoirs",10,"0.14","0.00","0.14"
"Grenoble_st_geoirs",11,"4.50","0.15","1.63"
"Grenoble_st_geoirs",12,"12.75","1.38","10.75"
"Greolieres",3,"10.00","68.87","120.00"
"Gresse",1,"82.93","26.82","52.56"
"Gresse",2,"70.25","38.49","60.65"
"Gresse",3,"51.95","29.71","55.64"
"Gresse",4,"26.30","6.60","25.48"
"Gresse",5,"3.18","0.21","3.45"
"Gresse",6,"0.00","0.00","0.00"
"Gresse",7,"0.00","0.00","0.00"
"Gresse",8,"0.00","0.00","0.00"
"Gresse",9,"0.00","0.00","0.00"
"Gresse",10,"4.95","0.26","2.81"
"Gresse",11,"40.31","4.51","22.85"
"Gresse",12,"64.25","15.93","37.45"
"Gresse_en_vercors",1,"88.90","33.64","58.10"
"Gresse_en_vercors",2,"71.00","36.46","52.63"
"Gresse_en_vercors",3,"39.20","31.45","61.20"
"Hauteluce",1,"119.02","70.13","104.44"
"Hauteluce",2,"107.09","99.54","133.34"
"Hauteluce",3,"76.58","85.64","120.81"
"Hauteluce",4,"44.32","37.20","72.42"
"Hauteluce",5,"7.65","2.56","13.95"
"Hauteluce",6,"0.25","0.02","0.56"
"Hauteluce",7,"0.00","0.00","0.00"
"Hauteluce",8,"0.00","0.00","0.00"
"Hauteluce",9,"0.44","0.02","0.26"
"Hauteluce",10,"12.81","0.91","7.54"
"Hauteluce",11,"59.65","8.44","33.25"
"Hauteluce",12,"109.02","37.78","69.49"
"Houches_les_",1,"49.42","24.81","43.08"
"Houches_les_",2,"55.58","36.45","56.58"
"Houches_les_",3,"24.23","17.56","37.92"
"Houches_les_",4,"11.87","0.68","8.93"
"Houches_les_",5,"1.59","0.05","1.12"
"Houches_les_",6,"0.00","0.00","0.00"
"Houches_les_",7,"0.00","0.00","0.00"
"Houches_les_",8,"0.00","0.00","0.00"
"Houches_les_",9,"0.00","0.00","0.00"
"Houches_les_",10,"0.00","0.00","0.00"
"Houches_les_",11,"26.77","3.40","17.46"
"Houches_les_",12,"30.25","12.26","27.25"
"Isola",1,"43.40","51.74","65.20"
"Isola",2,"114.00","87.48","113.00"
"Isola",3,"74.40","103.67","122.60"
"Isola",4,"49.25","37.89","82.50"
"Isola",5,"7.75","4.44","19.00"
"Isola",6,"0.00","0.00","0.00"
"Isola",7,"0.00","0.00","0.00"
"Isola",8,"0.00","0.00","0.00"
"Isola",9,"0.40","0.01","0.20"
"Isola",10,"12.20","1.58","9.80"
"Isola",11,"36.50","10.73","23.00"
"Isola",12,"39.00","33.10","48.80"
"Isola_2000",1,"84.72","79.07","106.00"
"Isola_2000",2,"85.28","109.82","135.96"
"Isola_2000",3,"84.52","108.30","136.74"
"Isola_2000",4,"82.66","59.99","100.66"
"Isola_2000",5,"11.78","4.57","15.48"
"Isola_2000",6,"0.95","0.07","0.85"
"Isola_2000",7,"0.00","0.00","0.00"
"Isola_2000",8,"0.00","0.00","0.00"
"Isola_2000",9,"0.63","0.03","0.37"
"Isola_2000",10,"25.74","1.76","17.61"
"Isola_2000",11,"60.79","11.23","33.94"
"Isola_2000",12,"73.30","41.73","65.79"
"Jarrier",1,"68.30","15.03","40.60"
"Jarrier",2,"46.90","19.97","45.00"
"Jarrier",3,"24.50","2.38","17.00"
"Jarrier",4,"9.20","0.36","7.90"
"Jarrier",5,"2.33","0.13","3.56"
"Jarrier",6,"0.00","0.01","0.33"
"Jarrier",7,"0.00","0.00","0.00"
"Jarrier",8,"0.00","0.00","0.00"
"Jarrier",9,"0.00","0.00","0.00"
"Jarrier",10,"4.20","0.19","3.30"
"Jarrier",11,"20.33","1.56","11.22"
"Jarrier",12,"67.30","9.56","28.30"
"Jausiers",1,"37.14","9.18","26.64"
"Jausiers",2,"30.27","4.78","16.87"
"Jausiers",3,"19.13","1.56","11.87"
"Jausiers",4,"26.21","1.37","12.64"
"Jausiers",5,"2.36","0.06","1.45"
"Jausiers",6,"0.00","0.01","0.20"
"Jausiers",7,"0.00","0.00","0.00"
"Jausiers",8,"0.00","0.00","0.00"
"Jausiers",9,"0.00","0.00","0.00"
"Jausiers",10,"4.57","0.19","3.50"
"Jausiers",11,"21.50","2.02","11.50"
"Jausiers",12,"30.73","3.97","17.47"
"L_alpe_d_huez_2350",1,"106.33","89.05","126.24"
"L_alpe_d_huez_2350",2,"81.53","116.11","143.24"
"L_alpe_d_huez_2350",3,"84.53","127.35","150.58"
"L_alpe_d_huez_2350",4,"24.67","106.65","134.67"
"L_alpe_d_huez_2350",12,"42.00","32.79","45.00"
"L_alpe_d_huez_sata_",1,"126.48","84.79","120.64"
"L_alpe_d_huez_sata_",2,"102.60","117.84","144.36"
"L_alpe_d_huez_sata_",3,"96.31","128.16","158.15"
"L_alpe_d_huez_sata_",4,"58.40","100.60","139.00"
"L_alpe_d_huez_sata_",12,"111.64","50.61","81.09"
"L_alpe_du_grand_serre",1,"90.62","41.99","68.00"
"L_alpe_du_grand_serre",2,"66.90","59.98","77.19"
"L_alpe_du_grand_serre",3,"68.25","62.78","85.67"
"La_berarde",7,"0.00","0.00","0.00"
"La_berarde",8,"0.00","0.00","0.00"
"La_clusaz",1,"196.00","45.45","95.00"
"La_clusaz",2,"111.00","119.39","155.00"
"La_clusaz",3,"96.00","101.61","130.00"
"La_flegere",1,"191.70","116.52","153.50"
"La_flegere",2,"129.50","160.90","190.25"
"La_flegere",3,"127.00","167.98","208.36"
"La_flegere",4,"116.50","224.52","256.50"
"La_foux_d_allos",1,"97.17","80.60","112.00"
"La_foux_d_allos",2,"80.24","108.45","132.95"
"La_foux_d_allos",3,"72.79","114.38","147.00"
"La_foux_d_allos",4,"60.00","2.17","12.00"
"La_foux_d_allos",5,"7.00","0.23","4.00"
"La_foux_d_allos",6,"0.00","0.00","0.00"
"La_foux_d_allos",7,"0.00","0.00","0.00"
"La_foux_d_allos",8,"0.00","0.00","0.00"
"La_foux_d_allos",9,"0.00","0.00","0.00"
"La_giettaz",1,"124.00","52.69","102.67"
"La_giettaz",2,"121.67","99.68","127.67"
"La_giettaz",3,"65.00","103.43","139.67"
"La_lechere",1,"98.23","39.87","67.41"
"La_lechere",2,"101.09","53.78","83.68"
"La_lechere",3,"52.86","34.79","65.82"
"La_lechere",4,"37.05","9.79","31.09"
"La_lechere",5,"6.52","0.27","3.71"
"La_lechere",6,"0.00","0.00","0.00"
"La_lechere",7,"0.00","0.00","0.00"
"La_lechere",8,"0.00","0.00","0.00"
"La_lechere",9,"0.36","0.00","0.00"
"La_lechere",10,"5.23","0.30","3.50"
"La_lechere",11,"49.91","5.68","27.68"
"La_lechere",12,"79.00","18.85","44.77"
"La_mure_argens",1,"13.77","1.25","8.00"
"La_mure_argens",2,"15.00","2.75","12.54"
"La_mure_argens",3,"4.38","0.37","5.08"
"La_mure_argens",4,"0.42","0.02","0.42"
"La_mure_argens",5,"0.00","0.00","0.00"
"La_mure_argens",6,"0.00","0.00","0.00"
"La_mure_argens",7,"0.00","0.00","0.00"
"La_mure_argens",8,"0.00","0.00","0.00"
"La_mure_argens",9,"0.00","0.00","0.00"
"La_mure_argens",10,"0.50","0.02","0.50"
"La_mure_argens",11,"6.38","0.23","3.38"
"La_mure_argens",12,"10.64","0.85","5.64"
"La_norma",1,"87.71","75.89","96.48"
"La_norma",2,"80.19","98.96","117.10"
"La_norma",3,"78.57","105.74","127.19"
"La_norma",11,"39.00","9.17","25.00"
"La_norma",12,"76.00","52.43","76.25"
"La_plagne",1,"132.96","94.14","128.48"
"La_plagne",2,"110.76","126.60","155.64"
"La_plagne",3,"95.16","139.42","168.00"
"La_plagne",4,"54.88","103.72","137.96"
"La_plagne",5,"24.27","19.22","60.45"
"La_plagne",6,"0.75","0.15","3.58"
"La_plagne",7,"0.25","0.01","0.17"
"La_plagne",8,"0.00","0.00","0.14"
"La_plagne",9,"1.53","0.06","0.93"
"La_plagne",10,"23.38","1.83","14.69"
"La_plagne",11,"66.00","14.67","37.33"
"La_plagne",12,"118.04","50.19","83.42"
"La_rosiere",1,"164.36","91.37","134.44"
"La_rosiere",2,"137.64","127.29","161.72"
"La_rosiere",3,"120.92","133.80","171.84"
"La_rosiere",4,"71.60","62.09","107.40"
"La_salette_38469001",1,"129.57","48.79","90.57"
"La_salette_38469001",2,"133.14","90.09","126.48"
"La_salette_38469001",3,"119.38","96.09","139.81"
"La_salette_38469001",4,"58.57","58.04","102.38"
"La_salette_38469001",5,"17.33","6.86","27.95"
"La_salette_38469001",10,"14.20","1.24","9.35"
"La_salette_38469001",11,"47.80","4.64","21.35"
"La_salette_38469001",12,"88.48","20.97","48.38"
"Lambruisse",1,"19.33","5.25","14.53"
"Lambruisse",2,"20.91","7.34","22.91"
"Lambruisse",3,"4.58","0.61","5.50"
"Lambruisse",4,"1.50","0.05","1.00"
"Lambruisse",5,"0.00","0.01","0.23"
"Lambruisse",6,"0.00","0.00","0.00"
"Lambruisse",7,"0.00","0.00","0.00"
"Lambruisse",8,"0.00","0.00","0.00"
"Lambruisse",9,"0.00","0.00","0.00"
"Lambruisse",10,"0.27","0.01","0.27"
"Lambruisse",11,"5.16","0.25","3.04"
"Lambruisse",12,"8.50","0.91","5.58"
"Lans_en_vercors",1,"91.20","42.99","68.50"
"Lans_en_vercors",2,"81.06","56.28","79.44"
"Lans_en_vercors",3,"87.73","70.85","110.27"
"Lanslebourg_mt",1,"57.59","56.68","79.83"
"Lanslebourg_mt",2,"53.31","77.31","98.69"
"Lanslebourg_mt",3,"45.86","79.45","106.48"
"Lanslebourg_mt",4,"64.83","60.78","97.59"
"Lanslebourg_mt",5,"11.32","16.36","50.93"
"Lanslebourg_mt",6,"0.90","0.04","0.79"
"Lanslebourg_mt",7,"0.00","0.00","0.00"
"Lanslebourg_mt",8,"0.00","0.00","0.00"
"Lanslebourg_mt",9,"0.76","0.01","0.41"
"Lanslebourg_mt",10,"15.90","1.65","9.48"
"Lanslebourg_mt",11,"48.41","13.39","31.93"
"Lanslebourg_mt",12,"59.76","39.59","63.45"
"Lavaldens",1,"59.51","24.19","44.51"
"Lavaldens",2,"55.73","28.91","49.12"
"Lavaldens",3,"41.51","17.83","37.20"
"Lavaldens",4,"22.89","3.55","17.35"
"Lavaldens",5,"1.87","0.11","2.04"
"Lavaldens",6,"0.00","0.00","0.00"
"Lavaldens",7,"0.00","0.00","0.00"
"Lavaldens",8,"0.00","0.00","0.00"
"Lavaldens",9,"0.00","0.00","0.00"
"Lavaldens",10,"3.58","0.17","2.33"
"Lavaldens",11,"27.78","3.45","17.58"
"Lavaldens",12,"45.57","12.81","30.36"
"Le_biot",1,"24.20","3.76","14.44"
"Le_biot",2,"27.64","6.48","16.32"
"Le_biot",3,"15.68","1.91","11.50"
"Le_biot",4,"7.61","0.32","5.57"
"Le_biot",5,"0.32","0.01","0.32"
"Le_biot",6,"0.00","0.00","0.00"
"Le_biot",7,"0.00","0.00","0.00"
"Le_biot",8,"0.00","0.00","0.00"
"Le_biot",9,"0.00","0.00","0.00"
"Le_biot",10,"0.79","0.06","0.71"
"Le_biot",11,"11.96","0.84","6.59"
"Le_biot",12,"22.67","2.87","13.19"
"Le_collet_d_allevard_38006400",1,"114.00","58.08","93.29"
"Le_collet_d_allevard_38006400",2,"106.50","84.79","112.00"
"Le_collet_d_allevard_38006400",3,"77.20","74.48","109.00"
"Le_corbier",1,"97.78","48.85","77.74"
"Le_corbier",2,"84.52","71.51","93.16"
"Le_corbier",3,"62.60","61.58","88.92"
"Le_dramont",1,"0.00","0.00","0.00"
"Le_dramont",2,"0.33","0.01","0.33"
"Le_dramont",3,"0.00","0.00","0.00"
"Le_dramont",4,"0.00","0.00","0.00"
"Le_dramont",5,"0.00","0.00","0.00"
"Le_dramont",6,"0.00","0.00","0.00"
"Le_dramont",7,"0.00","0.00","0.00"
"Le_dramont",8,"0.00","0.00","0.00"
"Le_dramont",9,"0.00","0.00","0.00"
"Le_dramont",10,"0.00","0.00","0.00"
"Le_dramont",11,"0.00","0.00","0.00"
"Le_dramont",12,"0.00","0.00","0.00"
"Le_grand_bornand_74136400",1,"129.72","68.20","105.20"
"Le_grand_bornand_74136400",2,"116.84","98.71","130.48"
"Le_grand_bornand_74136400",3,"83.92","87.90","122.48"
"Le_grand_bornand_74136400",4,"48.57","36.37","67.22"
"Le_grand_bornand_74136400",5,"9.70","0.56","6.20"
"Le_grand_bornand_74136400",6,"0.09","0.00","0.09"
"Le_grand_bornand_74136400",7,"3.82","0.00","0.00"
"Le_grand_bornand_74136400",8,"0.00","0.00","0.00"
"Le_grand_bornand_74136400",9,"0.00","0.00","0.00"
"Le_grand_bornand_74136400",10,"17.58","0.89","8.92"
"Le_grand_bornand_74136400",11,"53.93","5.91","28.87"
"Le_grand_bornand_74136400",12,"110.39","37.10","67.39"
"Le_luc",2,"4.00","0.04","1.00"
"Le_molard",1,"143.00","103.78","144.50"
"Le_molard",2,"129.60","131.20","166.55"
"Le_molard",3,"125.29","148.79","181.62"
"Le_molard",4,"83.59","132.12","168.12"
"Le_molard",12,"159.33","61.34","98.56"
"Le_monetier",1,"115.65","139.05","172.65"
"Le_monetier",2,"100.74","160.64","191.16"
"Le_monetier",3,"110.24","178.55","212.65"
"Le_monetier_les_bains",1,"83.62","44.17","73.06"
"Le_monetier_les_bains",2,"64.80","53.59","80.69"
"Le_monetier_les_bains",3,"47.09","35.89","64.31"
"Le_monetier_les_bains",4,"18.35","4.92","23.50"
"Le_monetier_les_bains",5,"0.55","0.03","0.85"
"Le_monetier_les_bains",6,"0.00","0.00","0.00"
